index,split,logMedianBrightness
27026,train,3.601758
27027,train,3.750014
27028,train,3.461545
27029,val,3.295319
27030,test,3.713711
27031,train,1.631807
27032,val,3.734267
27033,test,3.713557
27034,train,3.602319
27035,test,3.668988
27036,test,3.342458
27037,train,1.301030
27038,test,3.609087
27039,train,3.466282
27040,train,3.552827
27041,train,3.693431
27042,val,3.498045
27043,test,3.635952
27044,train,3.692752
27045,train,3.559837
27046,test,3.672075
27047,val,3.571004
27048,val,3.546790
27049,train,3.538150
27050,train,3.561570
27051,train,3.513998
27052,test,1.301030
27053,val,3.601539
27054,train,3.693175
27055,train,3.418792
27056,train,3.596360
27057,train,3.702676
27058,train,3.549418
27059,train,3.676600
27060,test,3.925096
27061,train,3.461246
27062,train,1.303174
27063,val,3.713197
27064,train,3.126131
27065,train,3.646313
27066,train,1.301599
27067,train,1.301030
27068,train,3.546789
27069,train,3.706324
27070,train,3.622263
27071,train,3.713972
27072,train,3.824217
27073,train,3.581135
27074,train,1.466623
27075,train,3.601416
27076,test,3.648442
27077,val,1.301030
27078,train,1.301107
27079,train,3.691386
27080,train,2.993984
27081,train,3.105199
27082,train,1.510522
27083,train,1.325020
27084,val,1.487025
27085,train,1.494475
27086,train,1.301030
27087,train,1.634822
27088,val,3.664374
27089,train,3.533730
27090,train,3.290486
27091,train,3.734098
27092,val,3.633656
27093,val,3.526150
27094,train,3.557703
27095,train,3.252201
27096,test,1.537532
27097,train,3.372005
27098,train,1.434934
27099,train,3.725895
27100,train,3.199145
27101,train,3.484966
27102,train,3.681303
27103,train,3.256380
27104,train,3.665363
27105,train,1.305552
27106,test,3.697961
27107,val,3.261989
27108,train,3.422385
27109,test,3.687156
27110,train,3.770242
27111,val,3.503791
27112,train,3.684644
27113,val,3.684513
27114,val,3.750550
27115,val,3.477041
27116,train,1.728472
27117,train,3.522263
27118,train,3.651550
27119,train,3.315307
27120,val,3.597603
27121,train,3.694911
27122,val,3.730579
27123,train,3.669323
27124,train,3.787620
27125,train,3.260180
27126,train,3.537026
27127,train,3.431741
27128,train,3.546489
27129,train,3.736521
27130,val,3.551702
27131,train,3.362961
27132,val,3.652206
27133,train,1.510176
27134,train,3.541253
27135,val,1.301090
27136,train,1.301031
27137,train,3.349780
27138,train,3.320403
27139,val,3.545278
27140,train,3.623120
27141,val,3.762547
27142,train,3.778558
27143,train,1.324068
27144,test,1.302192
27145,train,1.301222
27146,test,1.440483
27147,test,3.265571
27148,train,1.301088
27149,train,3.665092
27150,train,3.584535
27151,train,1.301030
27152,train,1.663461
27153,train,3.780557
27154,train,3.722415
27155,train,3.262980
27156,train,1.301030
27157,test,3.646562
27158,train,3.406589
27159,train,3.579864
27160,train,3.746977
27161,train,1.555642
27162,train,3.429572
27163,train,3.553923
27164,train,3.441063
27165,test,3.663092
27166,test,3.551831
27167,val,3.437096
27168,train,3.448238
27169,val,3.362132
27170,train,3.357192
27171,train,3.795909
27172,train,3.707032
27173,val,3.742280
27174,train,1.301069
27175,train,1.301031
27176,train,1.301031
27177,val,1.302497
27178,train,1.629099
27179,train,1.301030
27180,train,3.709251
27181,train,3.700547
27182,test,1.301030
27183,train,3.594416
27184,test,1.484186
27185,val,1.467229
27186,test,3.446192
27187,train,1.499794
27188,train,1.540173
27189,train,3.633578
27190,train,3.362930
27191,test,3.677834
27192,train,3.323452
27193,train,3.753604
27194,train,3.559938
27195,train,3.972134
27196,test,3.602827
27197,train,3.662443
27198,test,3.545783
27199,test,3.493860
27200,train,3.688149
27201,train,3.775974
27202,test,3.359920
27203,train,3.320399
27204,train,1.503503
27205,test,1.302455
27206,train,1.301031
27207,train,1.301030
27208,train,1.301419
27209,train,3.137354
27210,train,2.143260
27211,train,3.899404
27212,train,3.738012
27213,train,3.407601
27214,train,3.002445
27215,train,1.445359
27216,val,1.301030
27217,train,1.301104
27218,val,1.301030
27219,train,1.400664
27220,val,3.221344
27221,train,3.658312
27222,test,3.412099
27223,train,3.695732
27224,val,3.550485
27225,test,3.343517
27226,train,3.461660
27227,train,3.703088
27228,test,3.648576
27229,val,3.698380
27230,val,3.417403
27231,train,3.711786
27232,test,3.630572
27233,train,3.775974
27234,train,1.506675
27235,train,1.301031
27236,test,3.350767
27237,val,1.478550
27238,train,1.301030
27239,train,1.301030
27240,train,1.301109
27241,train,1.523309
27242,train,3.454304
27243,val,3.259355
27244,train,1.625810
27245,train,3.685125
27246,train,1.522097
27247,train,3.474324
27248,train,3.693674
27249,val,1.301030
27250,train,3.693903
27251,train,3.669819
27252,train,3.485977
27253,train,3.538824
27254,test,3.633355
27255,train,3.700249
27256,val,3.524859
27257,train,3.567932
27258,train,3.592408
27259,test,2.633403
27260,train,3.261818
27261,test,1.444216
27262,val,3.466140
27263,train,3.765347
27264,train,1.524034
27265,train,3.511980
27266,val,3.676734
27267,train,3.259355
27268,train,1.467422
27269,train,3.585566
27270,train,3.683971
27271,train,3.673870
27272,train,3.834895
27273,train,3.609356
27274,train,3.515262
27275,train,3.512420
27276,train,3.540680
27277,train,3.737427
27278,train,3.758917
27279,train,3.656386
27280,train,1.301090
27281,train,1.301030
27282,test,1.728411
27283,test,3.786337
27284,val,3.506684
27285,train,3.293391
27286,train,3.548748
27287,train,3.142119
27288,test,3.391889
27289,train,3.660479
27290,train,1.301072
27291,train,3.301037
27292,train,1.305819
27293,train,1.301031
27294,train,3.566228
27295,train,3.708028
27296,test,3.609057
27297,val,3.141795
27298,train,1.301086
27299,train,1.377635
27300,train,3.694270
27301,train,3.138921
27302,test,3.259213
27303,train,3.644351
27304,train,3.885142
27305,train,3.602523
27306,train,3.673718
27307,train,3.519125
27308,train,1.301031
27309,train,3.575812
27310,val,1.301167
27311,train,3.693498
27312,train,3.701720
27313,train,1.301030
27314,train,1.417421
27315,train,3.751675
27316,train,1.300050
27317,train,3.365391
27318,train,1.301031
27319,train,3.503791
27320,train,1.301030
27321,train,3.722060
27322,train,1.497722
27323,train,3.841910
27324,train,1.301032
27325,train,3.563649
27326,train,3.003086
27327,train,1.301030
27328,train,1.708283
27329,train,3.672133
27330,train,3.662415
27331,train,1.301030
27332,val,3.546789
27333,train,1.301087
27334,train,1.301031
27335,train,1.572881
27336,train,2.033301
27337,train,1.392647
27338,train,3.663463
27339,train,3.537998
27340,test,3.466641
27341,train,1.349549
27342,train,3.142523
27343,train,3.521517
27344,train,3.702771
27345,train,3.347288
27346,test,1.666271
27347,train,3.688416
27348,train,3.137243
27349,train,3.602950
27350,test,3.351010
27351,train,3.635679
27352,val,3.453244
27353,train,3.495614
27354,val,3.579490
27355,train,3.378297
27356,train,3.139165
27357,val,3.784878
27358,train,3.354494
27359,train,3.612577
27360,train,3.796738
27361,train,3.609872
27362,val,1.654739
27363,train,3.680859
27364,val,3.465515
27365,train,1.609122
27366,test,3.126691
27367,val,3.624084
27368,val,3.732549
27369,train,1.301031
27370,val,3.351391
27371,train,1.432423
27372,train,3.694795
27373,train,3.694940
27374,train,3.518940
27375,train,3.312905
27376,train,1.615836
27377,val,3.536422
27378,train,3.714588
27379,train,3.571954
27380,test,3.693897
27381,train,3.731488
27382,train,3.655213
27383,train,3.738533
27384,train,3.772995
27385,train,3.568391
27386,train,3.606773
27387,train,3.652861
27388,train,1.851714
27389,train,3.547721
27390,train,3.809231
27391,train,3.732786
27392,val,3.772008
27393,train,3.246551
27394,train,3.192308
27395,train,3.409586
27396,train,3.607410
27397,train,1.416779
27398,train,3.367338
27399,train,3.518953
27400,train,3.580263
27401,test,3.555880
27402,train,3.503791
27403,val,3.707786
27404,val,3.582917
27405,val,3.673496
27406,train,3.723195
27407,val,3.443038
27408,train,3.531328
27409,train,3.743444
27410,val,1.301035
27411,train,3.259355
27412,train,3.428857
27413,val,3.336976
27414,test,3.504691
27415,train,1.301030
27416,train,3.666151
27417,train,3.693903
27418,train,3.521826
27419,train,1.301030
27420,val,3.523874
27421,train,3.377877
27422,train,2.208808
27423,val,3.116953
27424,train,3.259355
27425,val,1.301031
27426,test,3.712488
27427,train,1.301053
27428,train,1.717339
27429,train,1.506451
27430,train,3.652590
27431,train,1.460463
27432,train,1.301030
27433,val,1.397271
27434,train,1.499920
27435,train,3.509002
27436,train,3.640723
27437,test,3.740086
27438,val,3.573084
27439,train,3.397838
27440,train,3.126123
27441,test,3.552167
27442,test,3.556693
27443,train,3.648806
27444,test,3.632588
27445,train,3.579792
27446,train,3.606800
27447,val,1.402109
27448,train,3.507345
27449,train,3.506123
27450,test,3.494421
27451,train,1.301031
27452,val,1.301967
27453,train,3.604998
27454,train,3.508565
27455,test,3.660315
27456,val,3.694299
27457,train,3.608136
27458,train,3.492842
27459,train,3.537125
27460,train,3.844740
27461,train,3.664184
27462,train,3.702328
27463,test,3.672973
27464,train,3.720524
27465,train,3.597060
27466,train,3.693903
27467,train,3.447248
27468,test,3.441152
27469,train,3.669012
27470,val,3.615380
27471,train,3.368358
27472,test,1.301032
27473,val,3.204952
27474,test,3.661867
27475,train,1.600946
27476,train,3.570588
27477,train,3.641558
27478,train,3.778789
27479,train,3.685860
27480,val,3.798087
27481,train,3.755119
27482,train,3.783810
27483,val,3.646457
27484,train,3.345491
27485,train,3.718955
27486,train,3.366758
27487,train,3.662794
27488,train,3.641473
27489,train,3.527265
27490,train,3.432301
27491,train,3.312369
27492,train,1.301031
27493,train,1.301031
27494,val,1.301083
27495,train,1.301958
27496,train,1.393935
27497,val,1.297974
27498,train,1.301030
27499,val,2.934046
27500,train,3.550462
27501,train,3.750574
27502,train,3.693903
27503,val,3.558864
27504,test,3.677689
27505,train,3.637058
27506,test,3.526803
27507,train,1.478462
27508,train,1.301342
27509,train,3.799475
27510,train,1.641917
27511,train,1.588138
27512,train,1.738276
27513,train,1.301030
27514,train,1.477715
27515,test,3.140590
27516,train,1.301030
27517,train,3.680839
27518,train,3.558131
27519,test,3.578771
27520,train,3.776795
27521,val,1.627393
27522,train,1.563310
27523,train,3.289088
27524,train,2.978196
27525,train,1.301314
27526,train,3.523816
27527,train,3.259421
27528,train,3.818240
27529,train,3.895243
27530,train,3.587940
27531,train,3.654265
27532,train,3.504194
27533,val,3.252208
27534,test,3.646875
27535,train,3.681276
27536,test,3.635714
27537,train,3.686955
27538,train,3.682121
27539,val,3.529837
27540,train,3.601444
27541,train,1.301030
27542,train,3.569116
27543,train,3.664478
27544,train,3.734041
27545,train,3.555526
27546,train,1.461511
27547,train,3.617695
27548,test,3.203860
27549,train,3.886509
27550,train,3.761571
27551,val,3.686395
27552,train,3.602133
27553,train,3.577539
27554,train,3.554036
27555,val,3.743004
27556,val,3.573282
27557,train,3.458425
27558,val,3.601846
27559,train,3.802145
27560,test,3.655020
27561,val,2.918079
27562,train,1.302495
27563,train,1.301030
27564,train,1.301682
27565,train,3.505854
27566,train,3.681856
27567,train,1.546388
27568,test,3.564006
27569,train,3.702409
27570,train,1.477669
27571,train,3.693903
27572,train,3.831998
27573,test,3.677114
27574,train,1.530355
27575,train,1.883275
27576,val,3.624266
27577,train,3.579714
27578,val,3.660407
27579,test,3.909098
27580,train,3.242088
27581,val,1.301661
27582,train,3.745205
27583,train,1.477793
27584,test,1.301985
27585,train,3.538044
27586,train,3.521445
27587,train,1.301402
27588,train,3.691704
27589,train,3.731163
27590,test,3.715183
27591,train,3.503269
27592,test,3.485514
27593,train,3.622000
27594,train,3.151886
27595,val,3.140741
27596,train,1.302901
27597,train,3.696964
27598,train,3.631621
27599,val,3.867849
27600,train,3.490717
27601,val,3.486833
27602,train,3.840130
27603,val,3.692815
27604,test,1.810788
27605,train,3.570187
27606,val,3.545452
27607,val,3.607044
27608,train,3.508023
27609,train,3.759745
27610,train,1.301614
27611,val,1.529716
27612,train,1.301030
27613,train,1.301031
27614,train,1.301030
27615,test,3.371759
27616,train,3.350698
27617,train,1.301030
27618,test,1.679371
27619,train,1.517560
27620,train,1.301030
27621,val,3.752084
27622,train,3.662015
27623,train,3.630652
27624,test,3.502147
27625,train,3.477036
27626,train,1.299895
27627,train,3.734039
27628,train,3.424978
27629,val,1.301031
27630,train,1.418308
27631,train,3.500004
27632,train,3.572950
27633,val,3.491306
27634,train,3.768368
27635,val,3.598558
27636,test,1.406198
27637,train,1.302003
27638,val,1.637581
27639,train,1.301108
27640,test,1.301031
27641,test,1.301030
27642,train,1.301030
27643,train,1.677471
27644,train,3.469625
27645,train,3.699070
27646,train,1.614782
27647,train,1.301032
27648,train,1.301030
27649,train,1.302630
27650,train,3.686696
27651,train,3.646902
27652,val,3.378285
27653,train,1.701036
27654,test,3.865647
27655,train,3.580526
27656,train,3.682224
27657,train,1.523368
27658,train,3.601965
27659,train,3.616239
27660,train,1.301395
27661,train,3.399189
27662,train,3.514148
27663,train,3.605543
27664,test,3.564743
27665,train,1.297341
27666,test,3.233624
27667,val,1.301030
27668,train,1.302357
27669,train,1.301030
27670,train,3.416480
27671,train,3.537707
27672,train,3.625469
27673,train,1.301031
27674,train,3.296421
27675,train,3.453314
27676,val,1.301030
27677,train,3.543263
27678,train,1.448138
27679,train,3.491938
27680,train,1.301032
27681,test,3.260128
27682,train,3.656452
27683,train,3.499101
27684,train,3.558716
27685,train,3.194838
27686,train,3.524933
27687,train,3.139958
27688,train,1.301219
27689,train,3.133316
27690,test,1.589862
27691,train,1.437585
27692,test,3.465098
27693,train,3.139618
27694,test,1.301030
27695,val,3.251729
27696,train,1.301030
27697,train,1.301096
27698,train,3.220797
27699,val,3.703971
27700,train,1.301030
27701,val,1.301031
27702,train,1.301030
27703,train,3.255772
27704,train,1.301030
27705,train,1.297855
27706,train,1.596345
27707,train,1.788868
27708,train,1.735039
27709,train,3.499179
27710,test,3.727876
27711,train,3.555833
27712,test,3.529981
27713,train,3.304002
27714,train,3.086956
